id;name;sex;age;social_class;siblings;parents_alive;annual_income;housenumber;browser_used;city;fraud
479;Laroche, Miss. Louise;female;1.0;2;1;2;415792.0;176;Internet Explorer;Paris / Haiti;No
480;Laroche, Miss. Simonne Marie Anne Andree;female;3.0;2;1;2;415792.0;81;Internet Explorer;Paris / Haiti;No
481;Laroche, Mr. Joseph Philippe Lemercier;male;25.0;2;1;2;415792.0;151;Internet Explorer;Paris / Haiti;Yes
482;Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue);female;22.0;2;1;2;415792.0;74;Internet Explorer;Paris / Haiti;No
483;Lehmann, Miss. Bertha;female;17.0;2;0;0;120000.0;3;Internet Explorer;Berne, Switzerland / Central City, IA;No
484;Leitch, Miss. Jessie Wills;female;;2;0;0;330000.0;179;Chrome;London / Chicago, IL;No
485;Lemore, Mrs. (Amelia Milley);female;34.0;2;0;0;105000.0;103;Chrome;Chicago, IL;No
486;Levy, Mr. Rene Jacques;male;36.0;2;0;0;128750.0;24;Internet Explorer;Montreal, PQ;Yes
487;Leyson, Mr. Robert William Norman;male;24.0;2;0;0;105000.0;236;Chrome;;Yes
488;Lingane, Mr. John;male;61.0;2;0;0;123500.0;159;Firefox;;Yes
489;Louch, Mr. Charles Alexander;male;50.0;2;1;0;260000.0;254;Chrome;Weston-Super-Mare, Somerset;Yes
490;Louch, Mrs. Charles Alexander (Alice Adelaide Slow);female;42.0;2;1;0;260000.0;63;Chrome;Weston-Super-Mare, Somerset;No
491;Mack, Mrs. (Mary);female;57.0;2;0;0;105000.0;192;Chrome;Southampton / New York, NY;Yes
492;Malachard, Mr. Noel;male;;2;0;0;150458.0;230;Internet Explorer;Paris;Yes
493;Mallet, Master. Andre;male;1.0;2;0;2;370042.0;26;Internet Explorer;Paris / Montreal, PQ;No
494;Mallet, Mr. Albert;male;31.0;2;1;1;370042.0;240;Internet Explorer;Paris / Montreal, PQ;Yes
495;Mallet, Mrs. Albert (Antoinette Magnin);female;24.0;2;1;1;370042.0;39;Internet Explorer;Paris / Montreal, PQ;No
496;Mangiavacchi, Mr. Serafino Emilio;male;;2;0;0;155792.0;61;Internet Explorer;New York, NY;Yes
497;Matthews, Mr. William John;male;30.0;2;0;0;130000.0;252;Chrome;St Austall, Cornwall;Yes
498;Maybery, Mr. Frank Hubert;male;40.0;2;0;0;160000.0;229;Chrome;Weston-Super-Mare / Moose Jaw, SK;Yes
499;McCrae, Mr. Arthur Gordon;male;32.0;2;0;0;135000.0;136;Chrome;Sydney, Australia;Yes
500;McCrie, Mr. James Matthew;male;30.0;2;0;0;130000.0;200;Chrome;Sarnia, ON;Yes
501;McKane, Mr. Peter David;male;46.0;2;0;0;260000.0;24;Chrome;Rochester, NY;Yes
502;Mellinger, Miss. Madeleine Violet;female;13.0;2;0;1;195000.0;6;Chrome;England / Bennington, VT;No
503;Mellinger, Mrs. (Elizabeth Anne Maidment);female;41.0;2;0;1;195000.0;82;Chrome;England / Bennington, VT;No
504;Mellors, Mr. William John;male;19.0;2;0;0;105000.0;242;Chrome;Chelsea, London;No
505;Meyer, Mr. August;male;39.0;2;0;0;130000.0;140;Chrome;Harrow-on-the-Hill, Middlesex;Yes
506;Milling, Mr. Jacob Christian;male;48.0;2;0;0;130000.0;129;Chrome;Copenhagen, Denmark;Yes
507;Mitchell, Mr. Henry Michael;male;70.0;2;0;0;105000.0;45;Chrome;Guernsey / Montclair, NJ and/or Toledo, Ohio;Yes
508;Montvila, Rev. Juozas;male;27.0;2;0;0;130000.0;250;Chrome;Worcester, MA;Yes
509;Moraweck, Dr. Ernest;male;54.0;2;0;0;140000.0;187;Chrome;Frankfort, KY;Yes
510;"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")";male;39.0;2;0;0;260000.0;244;Chrome;;Yes
511;Mudd, Mr. Thomas Charles;male;16.0;2;0;0;105000.0;135;Chrome;Halesworth, England;Yes
512;Myles, Mr. Thomas Francis;male;62.0;2;0;0;96875.0;96;Firefox;Cambridge, MA;Yes
513;Nasser, Mr. Nicholas;male;32.5;2;1;0;300708.0;223;Internet Explorer;New York, NY;Yes
514;Nasser, Mrs. Nicholas (Adele Achem);female;14.0;2;1;0;300708.0;35;Internet Explorer;New York, NY;No
515;Navratil, Master. Edmond Roger;male;2.0;2;1;1;260000.0;128;Chrome;Nice, France;No
516;Navratil, Master. Michel M;male;3.0;2;1;1;260000.0;27;Chrome;Nice, France;No
517;"Navratil, Mr. Michel (""Louis M Hoffman"")";male;36.5;2;0;2;260000.0;211;Chrome;Nice, France;Yes
518;Nesson, Mr. Israel;male;26.0;2;0;0;130000.0;99;Chrome;Boston, MA;Yes
519;Nicholls, Mr. Joseph Charles;male;19.0;2;1;1;367500.0;112;Chrome;Cornwall / Hancock, MI;Yes
520;Norman, Mr. Robert Douglas;male;28.0;2;0;0;135000.0;208;Chrome;Glasgow;Yes
521;"Nourney, Mr. Alfred (""Baron von Drachstedt"")";male;20.0;2;0;0;138625.0;256;Internet Explorer;Cologne, Germany;No
522;Nye, Mrs. (Elizabeth Ramell);female;29.0;2;0;0;105000.0;227;Chrome;Folkstone, Kent / New York, NY;No
523;Otter, Mr. Richard;male;39.0;2;0;0;130000.0;222;Chrome;Middleburg Heights, OH;Yes
524;Oxenham, Mr. Percy Thomas;male;22.0;2;0;0;105000.0;84;Chrome;Pondersend, England / New Durham, NJ;No
525;Padro y Manent, Mr. Julian;male;;2;0;0;138625.0;187;Internet Explorer;Spain / Havana, Cuba;No
526;Pain, Dr. Alfred;male;23.0;2;0;0;105000.0;211;Chrome;Hamilton, ON;Yes
527;Pallas y Castello, Mr. Emilio;male;29.0;2;0;0;138583.0;159;Internet Explorer;Spain / Havana, Cuba;No
528;Parker, Mr. Clifford Richard;male;28.0;2;0;0;105000.0;36;Chrome;St Andrews, Guernsey;Yes
529;"Parkes, Mr. Francis ""Frank""";male;;2;0;0;0.0;71;Chrome;Belfast;Yes
530;Parrish, Mrs. (Lutie Davis);female;50.0;2;0;1;260000.0;140;Chrome;Woodford County, KY;No
531;Pengelly, Mr. Frederick William;male;19.0;2;0;0;105000.0;251;Chrome;Gunnislake, England / Butte, MT;Yes
532;Pernot, Mr. Rene;male;;2;0;0;150500.0;143;Internet Explorer;;Yes
533;Peruschitz, Rev. Joseph Maria;male;41.0;2;0;0;130000.0;139;Chrome;;Yes
534;Phillips, Miss. Alice Frances Louisa;female;21.0;2;0;1;210000.0;59;Chrome;Ilfracombe, Devon;No
535;"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")";female;19.0;2;0;0;260000.0;129;Chrome;Worcester, England;No
536;Phillips, Mr. Escott Robert;male;43.0;2;0;1;210000.0;21;Chrome;Ilfracombe, Devon;Yes
537;Pinsky, Mrs. (Rosa);female;32.0;2;0;0;130000.0;160;Chrome;Russia;No
538;Ponesell, Mr. Martin;male;34.0;2;0;0;130000.0;235;Chrome;Denmark / New York, NY;Yes
539;Portaluppi, Mr. Emilio Ilario Giuseppe;male;30.0;2;0;0;127375.0;80;Internet Explorer;Milford, NH;No
540;Pulbaum, Mr. Franz;male;27.0;2;0;0;150333.0;175;Internet Explorer;Paris;Yes
541;Quick, Miss. Phyllis May;female;2.0;2;1;1;260000.0;156;Chrome;Plymouth, Devon / Detroit, MI;No
542;Quick, Miss. Winifred Vera;female;8.0;2;1;1;260000.0;71;Chrome;Plymouth, Devon / Detroit, MI;No
543;Quick, Mrs. Frederick Charles (Jane Richards);female;33.0;2;0;2;260000.0;249;Chrome;Plymouth, Devon / Detroit, MI;No
544;Reeves, Mr. David;male;36.0;2;0;0;105000.0;157;Chrome;Brighton, Sussex;Yes
545;Renouf, Mr. Peter Henry;male;34.0;2;1;0;210000.0;176;Chrome;Elizabeth, NJ;Yes
546;Renouf, Mrs. Peter Henry (Lillian Jefferys);female;30.0;2;3;0;210000.0;207;Chrome;Elizabeth, NJ;No
547;Reynaldo, Ms. Encarnacion;female;28.0;2;0;0;130000.0;151;Chrome;Spain;No
548;Richard, Mr. Emile;male;23.0;2;0;0;150458.0;208;Internet Explorer;Paris / Montreal, PQ;Yes
549;Richards, Master. George Sibley;male;0.8333;2;1;1;187500.0;240;Chrome;Cornwall / Akron, OH;No
550;Richards, Master. William Rowe;male;3.0;2;1;1;187500.0;61;Chrome;Cornwall / Akron, OH;No
551;Richards, Mrs. Sidney (Emily Hocking);female;24.0;2;2;3;187500.0;87;Chrome;Cornwall / Akron, OH;No
552;Ridsdale, Miss. Lucy;female;50.0;2;0;0;105000.0;190;Chrome;London, England / Marietta, Ohio and Milwaukee, WI;No
553;Rogers, Mr. Reginald Harry;male;19.0;2;0;0;105000.0;19;Chrome;;Yes
554;Rugg, Miss. Emily;female;21.0;2;0;0;105000.0;144;Chrome;Guernsey / Wilmington, DE;No
555;Schmidt, Mr. August;male;26.0;2;0;0;130000.0;24;Chrome;Newark, NJ;Yes
556;Sedgwick, Mr. Charles Frederick Waddington;male;25.0;2;0;0;130000.0;189;Chrome;Liverpool;Yes
557;Sharp, Mr. Percival James R;male;27.0;2;0;0;260000.0;182;Chrome;Hornsey, England;Yes
558;Shelley, Mrs. William (Imanita Parrish Hall);female;25.0;2;0;1;260000.0;1;Chrome;Deer Lodge, MT;No
559;Silven, Miss. Lyyli Karoliina;female;18.0;2;0;2;130000.0;56;Chrome;Finland / Minneapolis, MN;No
560;Sincock, Miss. Maude;female;20.0;2;0;0;367500.0;112;Chrome;Cornwall / Hancock, MI;No
561;Sinkkonen, Miss. Anna;female;30.0;2;0;0;130000.0;154;Chrome;Finland / Washington, DC;No
562;Sjostedt, Mr. Ernst Adolf;male;59.0;2;0;0;135000.0;66;Chrome;Sault St Marie, ON;Yes
563;Slayter, Miss. Hilda Mary;female;30.0;2;0;0;123500.0;92;Firefox;Halifax, NS;No
564;Slemen, Mr. Richard James;male;35.0;2;0;0;105000.0;239;Chrome;Cornwall;Yes
565;Smith, Miss. Marion Elsie;female;40.0;2;0;0;130000.0;256;Chrome;;No
566;Sobey, Mr. Samuel James Hayden;male;25.0;2;0;0;130000.0;249;Chrome;Cornwall / Houghton, MI;Yes
567;Stanton, Mr. Samuel Ward;male;41.0;2;0;0;150458.0;74;Internet Explorer;New York, NY;Yes
568;Stokes, Mr. Philip Joseph;male;25.0;2;0;0;105000.0;160;Chrome;Catford, Kent / Detroit, MI;Yes
569;Swane, Mr. George;male;18.5;2;0;0;130000.0;183;Chrome;;Yes
570;Sweet, Mr. George Frederick;male;14.0;2;0;0;650000.0;17;Chrome;Somerset / Bernardsville, NJ;Yes
571;Toomey, Miss. Ellen;female;50.0;2;0;0;105000.0;202;Chrome;Indianapolis, IN;No
572;Troupiansky, Mr. Moses Aaron;male;23.0;2;0;0;130000.0;99;Chrome;;Yes
573;Trout, Mrs. William H (Jessie L);female;28.0;2;0;0;126500.0;168;Chrome;Columbus, OH;No
574;"Troutt, Miss. Edwina Celia ""Winnie""";female;27.0;2;0;0;105000.0;184;Chrome;Bath, England / Massachusetts;No
575;Turpin, Mr. William John Robert;male;29.0;2;1;0;210000.0;114;Chrome;Plymouth, England;Yes
576;Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott);female;27.0;2;1;0;210000.0;73;Chrome;Plymouth, England;Yes
577;Veal, Mr. James;male;40.0;2;0;0;130000.0;82;Chrome;Barre, Co Washington, VT;Yes
578;Walcroft, Miss. Nellie;female;31.0;2;0;0;210000.0;250;Chrome;Mamaroneck, NY;No
579;Ware, Mr. John James;male;30.0;2;1;0;210000.0;115;Chrome;Bristol, England / New Britain, CT;Yes
580;Ware, Mr. William Jeffery;male;23.0;2;1;0;105000.0;218;Chrome;;Yes
581;Ware, Mrs. John James (Florence Louise Long);female;31.0;2;0;0;210000.0;143;Chrome;Bristol, England / New Britain, CT;No
582;Watson, Mr. Ennis Hastings;male;;2;0;0;0.0;83;Chrome;Belfast;Yes
583;Watt, Miss. Bertha J;female;12.0;2;0;0;157500.0;43;Chrome;Aberdeen / Portland, OR;No
584;"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)";female;40.0;2;0;0;157500.0;66;Chrome;Aberdeen / Portland, OR;No
585;Webber, Miss. Susan;female;32.5;2;0;0;130000.0;172;Chrome;England / Hartford, CT;No
586;Weisz, Mr. Leopold;male;27.0;2;1;0;260000.0;189;Chrome;Bromsgrove, England / Montreal, PQ;Yes
587;Weisz, Mrs. Leopold (Mathilde Francoise Pede);female;29.0;2;1;0;260000.0;111;Chrome;Bromsgrove, England / Montreal, PQ;No
588;Wells, Master. Ralph Lester;male;2.0;2;1;1;230000.0;250;Chrome;Cornwall / Akron, OH;No
589;Wells, Miss. Joan;female;4.0;2;1;1;230000.0;232;Chrome;Cornwall / Akron, OH;No
590;"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)";female;29.0;2;0;2;230000.0;61;Chrome;Cornwall / Akron, OH;No
591;West, Miss. Barbara J;female;0.9167;2;1;2;277500.0;29;Chrome;Bournmouth, England;No
592;West, Miss. Constance Mirium;female;5.0;2;1;2;277500.0;201;Chrome;Bournmouth, England;No
593;West, Mr. Edwy Arthur;male;36.0;2;1;2;277500.0;240;Chrome;Bournmouth, England;Yes
594;West, Mrs. Edwy Arthur (Ada Mary Worth);female;33.0;2;1;2;277500.0;217;Chrome;Bournmouth, England;No
595;Wheadon, Mr. Edward H;male;66.0;2;0;0;105000.0;31;Chrome;Guernsey, England / Edgewood, RI;Yes
596;"Wheeler, Mr. Edwin ""Frederick""";male;;2;0;0;128750.0;47;Chrome;;Yes
597;Wilhelms, Mr. Charles;male;31.0;2;0;0;130000.0;86;Chrome;London, England;No
598;Williams, Mr. Charles Eugene;male;;2;0;0;130000.0;70;Chrome;Harrow, England;No
599;Wright, Miss. Marion;female;26.0;2;0;0;135000.0;54;Chrome;Yoevil, England / Cottage Grove, OR;No
600;"Yrois, Miss. Henriette (""Mrs Harbeck"")";female;24.0;2;0;0;130000.0;65;Chrome;Paris;Yes
601;Abbing, Mr. Anthony;male;42.0;3;0;0;75500.0;244;Chrome;;Yes
602;Abbott, Master. Eugene Joseph;male;13.0;3;0;2;202500.0;185;Chrome;East Providence, RI;Yes
603;Abbott, Mr. Rossmore Edward;male;16.0;3;1;1;202500.0;7;Chrome;East Providence, RI;Yes
604;Abbott, Mrs. Stanton (Rosa Hunt);female;35.0;3;1;1;202500.0;39;Chrome;East Providence, RI;No
605;Abelseth, Miss. Karen Marie;female;16.0;3;0;0;76500.0;133;Chrome;Norway Los Angeles, CA;No
606;Abelseth, Mr. Olaus Jorgensen;male;25.0;3;0;0;76500.0;66;Chrome;Perkins County, SD;No
607;Abrahamsson, Mr. Abraham August Johannes;male;20.0;3;0;0;79250.0;35;Chrome;Taalintehdas, Finland Hoboken, NJ;No
608;Abrahim, Mrs. Joseph (Sophie Halaut Easu);female;18.0;3;0;0;72292.0;35;Internet Explorer;Greensburg, PA;No
609;Adahl, Mr. Mauritz Nils Martin;male;30.0;3;0;0;72500.0;43;Chrome;Asarum, Sweden Brooklyn, NY;Yes
610;Adams, Mr. John;male;26.0;3;0;0;80500.0;45;Chrome;Bournemouth, England;Yes
611;Ahlin, Mrs. Johan (Johanna Persdotter Larsson);female;40.0;3;1;0;94750.0;213;Chrome;Sweden Akeley, MN;Yes
612;Aks, Master. Philip Frank;male;0.8333;3;0;1;93500.0;166;Chrome;London, England Norfolk, VA;No
613;Aks, Mrs. Sam (Leah Rosen);female;18.0;3;0;1;93500.0;1;Chrome;London, England Norfolk, VA;No
614;Albimona, Mr. Nassef Cassem;male;26.0;3;0;0;187875.0;51;Internet Explorer;Syria Fredericksburg, VA;No
615;Alexander, Mr. William;male;26.0;3;0;0;78875.0;167;Chrome;England Albion, NY;Yes
616;Alhomaki, Mr. Ilmari Rudolf;male;20.0;3;0;0;79250.0;175;Chrome;Salo, Finland Astoria, OR;Yes
617;Ali, Mr. Ahmed;male;24.0;3;0;0;70500.0;80;Chrome;;Yes
618;Ali, Mr. William;male;25.0;3;0;0;70500.0;178;Chrome;Argentina;Yes
619;Allen, Mr. William Henry;male;35.0;3;0;0;80500.0;97;Chrome;Lower Clapton, Middlesex or Erdington, Birmingham;Yes
620;Allum, Mr. Owen George;male;18.0;3;0;0;83000.0;191;Chrome;Windsor, England New York, NY;Yes
621;Andersen, Mr. Albert Karvin;male;32.0;3;0;0;225250.0;133;Chrome;Bergen, Norway;Yes
622;Andersen-Jensen, Miss. Carla Christine Nielsine;female;19.0;3;1;0;78542.0;206;Chrome;;No
623;Andersson, Master. Sigvard Harald Elias;male;4.0;3;4;2;312750.0;178;Chrome;Sweden Winnipeg, MN;Yes
624;Andersson, Miss. Ebba Iris Alfrida;female;6.0;3;4;2;312750.0;104;Chrome;Sweden Winnipeg, MN;Yes
625;Andersson, Miss. Ellis Anna Maria;female;2.0;3;4;2;312750.0;173;Chrome;Sweden Winnipeg, MN;Yes
626;Andersson, Miss. Erna Alexandra;female;17.0;3;4;2;79250.0;51;Chrome;Ruotsinphyhtaa, Finland New York, NY;No
627;Andersson, Miss. Ida Augusta Margareta;female;38.0;3;4;2;77750.0;12;Chrome;Vadsbro, Sweden Ministee, MI;Yes
628;Andersson, Miss. Ingeborg Constanzia;female;9.0;3;4;2;312750.0;141;Chrome;Sweden Winnipeg, MN;Yes
629;Andersson, Miss. Sigrid Elisabeth;female;11.0;3;4;2;312750.0;53;Chrome;Sweden Winnipeg, MN;Yes
630;Andersson, Mr. Anders Johan;male;39.0;3;1;5;312750.0;129;Chrome;Sweden Winnipeg, MN;Yes
631;"Andersson, Mr. August Edvard (""Wennerstrom"")";male;27.0;3;0;0;77958.0;58;Chrome;;No
632;Andersson, Mr. Johan Samuel;male;26.0;3;0;0;77750.0;108;Chrome;Hartford, CT;Yes
633;Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren);female;39.0;3;1;5;312750.0;68;Chrome;Sweden Winnipeg, MN;Yes
634;Andreasson, Mr. Paul Edvin;male;20.0;3;0;0;78542.0;147;Chrome;Sweden Chicago, IL;Yes
635;Angheloff, Mr. Minko;male;26.0;3;0;0;78958.0;203;Chrome;Bulgaria Chicago, IL;Yes
636;Arnold-Franchi, Mr. Josef;male;25.0;3;1;0;178000.0;232;Chrome;Altdorf, Switzerland;Yes
637;Arnold-Franchi, Mrs. Josef (Josefine Franchi);female;18.0;3;1;0;178000.0;232;Chrome;Altdorf, Switzerland;Yes
638;Aronsson, Mr. Ernst Axel Algot;male;24.0;3;0;0;77750.0;223;Chrome;Sweden Joliet, IL;Yes
639;Asim, Mr. Adola;male;35.0;3;0;0;70500.0;161;Chrome;;Yes
640;Asplund, Master. Carl Edgar;male;5.0;3;4;2;313875.0;181;Chrome;Sweden  Worcester, MA;Yes
641;Asplund, Master. Clarence Gustaf Hugo;male;9.0;3;4;2;313875.0;162;Chrome;Sweden Worcester, MA;Yes
642;Asplund, Master. Edvin Rojj Felix;male;3.0;3;4;2;313875.0;140;Chrome;Sweden Worcester, MA;No
643;Asplund, Master. Filip Oscar;male;13.0;3;4;2;313875.0;133;Chrome;Sweden Worcester, MA;Yes
644;Asplund, Miss. Lillian Gertrud;female;5.0;3;4;2;313875.0;238;Chrome;Sweden Worcester, MA;No
645;Asplund, Mr. Carl Oscar Vilhelm Gustafsson;male;40.0;3;1;5;313875.0;214;Chrome;Sweden  Worcester, MA;Yes
646;Asplund, Mr. Johan Charles;male;23.0;3;0;0;77958.0;17;Chrome;Oskarshamn, Sweden Minneapolis, MN;No
647;Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson);female;38.0;3;1;5;313875.0;160;Chrome;Sweden  Worcester, MA;No
648;"Assaf Khalil, Mrs. Mariana (""Miriam"")";female;45.0;3;0;0;72250.0;239;Internet Explorer;Ottawa, ON;No
649;Assaf, Mr. Gerios;male;21.0;3;0;0;72250.0;9;Internet Explorer;Ottawa, ON;Yes
650;Assam, Mr. Ali;male;23.0;3;0;0;70500.0;150;Chrome;;Yes
651;Attalah, Miss. Malake;female;17.0;3;0;0;144583.0;128;Internet Explorer;;Yes
652;Attalah, Mr. Sleiman;male;30.0;3;0;0;72250.0;89;Internet Explorer;Ottawa, ON;Yes
653;Augustsson, Mr. Albert;male;23.0;3;0;0;78542.0;184;Chrome;Krakoryd, Sweden Bloomington, IL;Yes
654;Ayoub, Miss. Banoura;female;13.0;3;0;0;72292.0;107;Internet Explorer;Syria Youngstown, OH;No
655;Baccos, Mr. Raffull;male;20.0;3;0;0;72250.0;220;Internet Explorer;;Yes
656;Backstrom, Mr. Karl Alfred;male;32.0;3;1;0;158500.0;16;Chrome;Ruotsinphytaa, Finland New York, NY;Yes
657;Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson);female;33.0;3;3;0;158500.0;177;Chrome;Ruotsinphytaa, Finland New York, NY;No
658;Baclini, Miss. Eugenie;female;0.75;3;2;1;192583.0;179;Internet Explorer;Syria New York, NY;No
659;Baclini, Miss. Helene Barbara;female;0.75;3;2;1;192583.0;232;Internet Explorer;Syria New York, NY;No
660;Baclini, Miss. Marie Catherine;female;5.0;3;2;1;192583.0;211;Internet Explorer;Syria New York, NY;No
661;Baclini, Mrs. Solomon (Latifa Qurban);female;24.0;3;0;3;192583.0;191;Internet Explorer;Syria New York, NY;No
662;Badman, Miss. Emily Louisa;female;18.0;3;0;0;80500.0;148;Chrome;London Skanteales, NY;No
663;Badt, Mr. Mohamed;male;40.0;3;0;0;72250.0;84;Internet Explorer;;Yes
664;Balkic, Mr. Cerin;male;26.0;3;0;0;78958.0;181;Chrome;;Yes
665;Barah, Mr. Hanna Assi;male;20.0;3;0;0;72292.0;133;Internet Explorer;;No
666;Barbara, Miss. Saiide;female;18.0;3;0;1;144542.0;38;Internet Explorer;Syria Ottawa, ON;Yes
667;Barbara, Mrs. (Catherine David);female;45.0;3;0;1;144542.0;35;Internet Explorer;Syria Ottawa, ON;Yes
668;Barry, Miss. Julia;female;27.0;3;0;0;78792.0;64;Firefox;New York, NY;Yes
669;Barton, Mr. David John;male;22.0;3;0;0;80500.0;71;Chrome;England New York, NY;Yes
670;Beavan, Mr. William Thomas;male;19.0;3;0;0;80500.0;26;Chrome;England;Yes
671;Bengtsson, Mr. John Viktor;male;26.0;3;0;0;77750.0;116;Chrome;Krakudden, Sweden Moune, IL;Yes
672;Berglund, Mr. Karl Ivar Sven;male;22.0;3;0;0;93500.0;186;Chrome;Tranvik, Finland New York;Yes
673;Betros, Master. Seman;male;;3;0;0;72292.0;159;Internet Explorer;;Yes
674;Betros, Mr. Tannous;male;20.0;3;0;0;40125.0;55;Internet Explorer;Syria;Yes
675;Bing, Mr. Lee;male;32.0;3;0;0;564958.0;4;Chrome;Hong Kong New York, NY;No
676;Birkeland, Mr. Hans Martin Monsen;male;21.0;3;0;0;77750.0;115;Chrome;Brennes, Norway New York;Yes
677;Bjorklund, Mr. Ernst Herbert;male;18.0;3;0;0;77500.0;72;Chrome;Stockholm, Sweden New York;Yes
678;Bostandyeff, Mr. Guentcho;male;26.0;3;0;0;78958.0;41;Chrome;Bulgaria Chicago, IL;Yes
679;Boulos, Master. Akar;male;6.0;3;1;1;152458.0;241;Internet Explorer;Syria Kent, ON;Yes
680;Boulos, Miss. Nourelain;female;9.0;3;1;1;152458.0;148;Internet Explorer;Syria Kent, ON;Yes
681;Boulos, Mr. Hanna;male;;3;0;0;72250.0;193;Internet Explorer;Syria;Yes
682;Boulos, Mrs. Joseph (Sultana);female;;3;0;2;152458.0;109;Internet Explorer;Syria Kent, ON;Yes
683;Bourke, Miss. Mary;female;;3;0;2;77500.0;47;Firefox;Ireland Chicago, IL;Yes
684;Bourke, Mr. John;male;40.0;3;1;1;155000.0;58;Firefox;Ireland Chicago, IL;Yes
685;Bourke, Mrs. John (Catherine);female;32.0;3;1;1;155000.0;58;Firefox;Ireland Chicago, IL;Yes
686;"Bowen, Mr. David John ""Dai""";male;21.0;3;0;0;161000.0;164;Chrome;Treherbert, Cardiff, Wales;Yes
687;Bradley, Miss. Bridget Delia;female;22.0;3;0;0;77250.0;42;Firefox;Kingwilliamstown, Co Cork, Ireland Glens Falls, NY;No
688;Braf, Miss. Elin Ester Maria;female;20.0;3;0;0;78542.0;128;Chrome;Medeltorp, Sweden Chicago, IL;Yes
689;Braund, Mr. Lewis Richard;male;29.0;3;1;0;70458.0;119;Chrome;Bridgerule, Devon;Yes
690;Braund, Mr. Owen Harris;male;22.0;3;1;0;72500.0;254;Chrome;Bridgerule, Devon;Yes
691;Brobeck, Mr. Karl Rudolf;male;22.0;3;0;0;77958.0;221;Chrome;Sweden Worcester, MA;Yes
692;Brocklebank, Mr. William Alfred;male;35.0;3;0;0;80500.0;118;Chrome;Broomfield, Chelmsford, England;Yes
693;Buckley, Miss. Katherine;female;18.5;3;0;0;72833.0;212;Firefox;Co Cork, Ireland Roxbury, MA;Yes
694;Buckley, Mr. Daniel;male;21.0;3;0;0;78208.0;250;Firefox;Kingwilliamstown, Co Cork, Ireland New York, NY;No
695;Burke, Mr. Jeremiah;male;19.0;3;0;0;67500.0;35;Firefox;Co Cork, Ireland Charlestown, MA;Yes
696;Burns, Miss. Mary Delia;female;18.0;3;0;0;78792.0;142;Firefox;Co Sligo, Ireland New York, NY;Yes
697;Cacic, Miss. Manda;female;21.0;3;0;0;86625.0;71;Chrome;;Yes
698;Cacic, Miss. Marija;female;30.0;3;0;0;86625.0;221;Chrome;;Yes
699;Cacic, Mr. Jego Grga;male;18.0;3;0;0;86625.0;143;Chrome;;Yes
700;Cacic, Mr. Luka;male;38.0;3;0;0;86625.0;151;Chrome;Croatia;Yes
701;Calic, Mr. Jovo;male;17.0;3;0;0;86625.0;221;Chrome;;Yes
702;Calic, Mr. Petar;male;17.0;3;0;0;86625.0;88;Chrome;;Yes
703;Canavan, Miss. Mary;female;21.0;3;0;0;77500.0;53;Firefox;;Yes
704;Canavan, Mr. Patrick;male;21.0;3;0;0;77500.0;129;Firefox;Ireland Philadelphia, PA;Yes
705;Cann, Mr. Ernest Charles;male;21.0;3;0;0;80500.0;169;Chrome;;Yes
706;Caram, Mr. Joseph;male;;3;1;0;144583.0;6;Internet Explorer;Ottawa, ON;Yes
707;Caram, Mrs. Joseph (Maria Elias);female;;3;1;0;144583.0;105;Internet Explorer;Ottawa, ON;Yes
708;Carlsson, Mr. August Sigfrid;male;28.0;3;0;0;77958.0;83;Chrome;Dagsas, Sweden Fower, MN;Yes
709;Carlsson, Mr. Carl Robert;male;24.0;3;0;0;78542.0;176;Chrome;Goteborg, Sweden Huntley, IL;Yes
710;"Carr, Miss. Helen ""Ellen""";female;16.0;3;0;0;77500.0;107;Firefox;Co Longford, Ireland New York, NY;No
711;Carr, Miss. Jeannie;female;37.0;3;0;0;77500.0;149;Firefox;Co Sligo, Ireland Hartford, CT;Yes
712;Carver, Mr. Alfred John;male;28.0;3;0;0;72500.0;178;Chrome;St Denys, Southampton, Hants;Yes
713;Celotti, Mr. Francesco;male;24.0;3;0;0;80500.0;1;Chrome;London;Yes
714;Charters, Mr. David;male;21.0;3;0;0;77333.0;93;Firefox;Ireland New York, NY;Yes
715;Chip, Mr. Chang;male;32.0;3;0;0;564958.0;208;Chrome;Hong Kong New York, NY;No
716;Christmann, Mr. Emil;male;29.0;3;0;0;80500.0;209;Chrome;;Yes
717;Chronopoulos, Mr. Apostolos;male;26.0;3;1;0;144542.0;151;Internet Explorer;Greece;Yes
718;Chronopoulos, Mr. Demetrios;male;18.0;3;1;0;144542.0;4;Internet Explorer;Greece;Yes
719;Coelho, Mr. Domingos Fernandeo;male;20.0;3;0;0;70500.0;242;Chrome;Portugal;Yes
720;"Cohen, Mr. Gurshon ""Gus""";male;18.0;3;0;0;80500.0;184;Chrome;London Brooklyn, NY;No
